ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4
316054,10,"Prezados (as),  Considerando: 1. Não desconto do empréstimo, conforme prévia de contracheque de FEV/2024; 2. Os valores diferentes do empréstimo descontado pela instituição (R$ 410.31), conforme o sistema SOUGOV, e dos dados da Caixa Econômica Federal, conforme anexo (R$ 408,95); 3. Os valores diferentes de parcelas remanescentes do empréstimo do sistema SOU GOV do mês de JAN/2024 (Prazo: 1 mês), e dados da Caixa Econômica Federal do mês de FEV/2024 (11 meses), consoante documento em anexo; 6. Orientação da Caixa Econômica Federal para entrar em contato com minha instituição; 7. Orientação da minha instituição, conforme e-mail em anexo, para utilizar esse mecanismo para resolução do tema;  Em relação ao sistema e forma da Reclamação feita informo que: 8. A Reclamação foi feita no mês de JAN/2024, visto a não possibilidade de reclamação para o mês de FEV/2024 no sistema SOUGOV, e, ainda, buscando a resolução do problema de forma preventiva; 9. Por não ter opção do problema em pauta, foi marcada todas as opções de práticas vedadas que possuem no sistema SOUGOV, contudo, deixo claro que nenhuma das práticas foram verificadas, mas sim, foram selecionadas para dar continuidade da minha solicitação;  Por tudo isso,  10. Solicito revisão deste empréstimo para adequá-lo ao que consta no sistema da Caixa Econômica Federal com o sistema SOUGOV e respectivo contracheque; 10.1. Peço ainda que seja averiguado os descontos dos valores dos meses de FEV/2024 e dos meses anteriores; 10.2. E, que seja averiguado as parcelas remanescentes.",,
316054,11,"Prezados (as),  Considerando: 1. Não desconto do empréstimo, conforme prévia de contracheque de FEV/2024; 2. Os valores diferentes do empréstimo descontado pela instituição (R$ 410.31), conforme o sistema SOUGOV, e dos dados da Caixa Econômica Federal, conforme anexo (R$ 408,95); 3. Os valores diferentes de parcelas remanescentes do empréstimo do sistema SOU GOV do mês de JAN/2024 (Prazo: 1 mês), e dados da Caixa Econômica Federal do mês de FEV/2024 (11 meses), consoante documento em anexo; 6. Orientação da Caixa Econômica Federal para entrar em contato com minha instituição; 7. Orientação da minha instituição, conforme e-mail em anexo, para utilizar esse mecanismo para resolução do tema;  Em relação ao sistema e forma da Reclamação feita informo que: 8. A Reclamação foi feita no mês de JAN/2024, visto a não possibilidade de reclamação para o mês de FEV/2024 no sistema SOUGOV, e, ainda, buscando a resolução do problema de forma preventiva; 9. Por não ter opção do problema em pauta, foi marcada todas as opções de práticas vedadas que possuem no sistema SOUGOV, contudo, deixo claro que nenhuma das práticas foram verificadas, mas sim, foram selecionadas para dar continuidade da minha solicitação;  Por tudo isso,  10. Solicito revisão deste empréstimo para adequá-lo ao que consta no sistema da Caixa Econômica Federal com o sistema SOUGOV e respectivo contracheque; 10.1. Peço ainda que seja averiguado os descontos dos valores dos meses de FEV/2024 e dos meses anteriores; 10.2. E, que seja averiguado as parcelas remanescentes.",,
316054,12,"Prezados (as),  Considerando: 1. Não desconto do empréstimo, conforme prévia de contracheque de FEV/2024; 2. Os valores diferentes do empréstimo descontado pela instituição (R$ 410.31), conforme o sistema SOUGOV, e dos dados da Caixa Econômica Federal, conforme anexo (R$ 408,95); 3. Os valores diferentes de parcelas remanescentes do empréstimo do sistema SOU GOV do mês de JAN/2024 (Prazo: 1 mês), e dados da Caixa Econômica Federal do mês de FEV/2024 (11 meses), consoante documento em anexo; 6. Orientação da Caixa Econômica Federal para entrar em contato com minha instituição; 7. Orientação da minha instituição, conforme e-mail em anexo, para utilizar esse mecanismo para resolução do tema;  Em relação ao sistema e forma da Reclamação feita informo que: 8. A Reclamação foi feita no mês de JAN/2024, visto a não possibilidade de reclamação para o mês de FEV/2024 no sistema SOUGOV, e, ainda, buscando a resolução do problema de forma preventiva; 9. Por não ter opção do problema em pauta, foi marcada todas as opções de práticas vedadas que possuem no sistema SOUGOV, contudo, deixo claro que nenhuma das práticas foram verificadas, mas sim, foram selecionadas para dar continuidade da minha solicitação;  Por tudo isso,  10. Solicito revisão deste empréstimo para adequá-lo ao que consta no sistema da Caixa Econômica Federal com o sistema SOUGOV e respectivo contracheque; 10.1. Peço ainda que seja averiguado os descontos dos valores dos meses de FEV/2024 e dos meses anteriores; 10.2. E, que seja averiguado as parcelas remanescentes.",,
316165,10,"Eu DHAMARIS KEILA DE OLIVEIRA PAIVA, brasileira, assistente em administração, casada, nascida aos 26 de fevereiro de 1.992 na Cidade de Matão/SP, titular da Cédula de Identidade RG número 47.926.220-2 SSP/SP, inscrita no CPF/MF sob o número 399.813.308-92, com endereço na Cidade de São Carlos/SP, sito à Rua José Campos Penteado, número 231, Bairro Jardim Araucária, CEP 13.562-844, venho solicitar a suspensão do desconto do contrato de consignado número 872976466 no valor de R$ 410,27 cobrado indevidamente conforme exposto a seguir. Possuo um contrato de empréstimo consignado com a instituição financeira denominada Banco Alfa, onde foi transacionado o valor de R$54.765,48 (cinquenta e quatro mil, setecentos e sessenta e cinco reais e quarenta e oito centavos), para pagamento em 87 (oitenta e sete) parcelas mensais de R$936,00 (novecentos e trinta e seis reais) a serem descontadas em minha folha de pagamento, com termo inicial em 10 de agosto de 2020 e final em 10 de outubro de 2.027.    Entretanto, em 27 de janeiro de 2022, recebi uma proposta de uma empresa, apresentando-se como correspondente do Banco Santander, ofertando a possibilidade de quitação antecipada do empréstimo consignado que mantenho com o Banco Alfa.  Para a celebração do consignado as condições prosseguiriam da seguinte maneira: a correspondente do Banco Santander, faria a quitação do empréstimo perante o Banco Alfa. Sendo que, eu passaria a pagar valores e quantidade de parcelas menores (410,27) em contrato que seria celebrado com o Banco Santander através de seu correspondente. Mesmo sendo muito atrativo o termo apresentado solicitei documentos que comprovassem a idoneidade da empresa que estava me oferecendo o empréstimo consignado.  Após análise dos documentos enviados, prosseguiram com os passos necessários para celebração do contrato. Pois bem. Restou firmado que o valor do empréstimo ofertado, que seria destinado a quitação antecipada do contrato perante o Banco Alfa, seria disponibilizado diretamente em minha conta corrente no Banco Santander. Após a disponibilidade do montante, de R$17.646,76 (dezessete mil seiscentos e quarenta e seis reais e setenta e seis centavos), fui orientada pela correspondente do Banco Santander, por meio de transação via PIX, efetuar a transferência para que a mesma prosseguisse coma quitação do contrato que tenho perante o Banco Alfa. Após o prazo estabelecido pela correspondente do Banco Santander para quitação do contrato junto ao Banco Alfa, a empresa não mais respondeu às minhas mensagens.  Dada a circunstância, sofridamente entendi que havia sido vítima de golpe. Em decorrência dos atos sofridos, atualmente, venho  pagando um novo empréstimo consignado, que não posso o dinheiro, com valor mensal de R$410,27 (quatrocentos e dez reais e vinte e sete centavos) descontados em meu holerite desde 02/2022.   Dessa maneira, é inegável que fui vítima de golpe, onde o Banco Santander, fragilmente, disponibilizou indevidamente meus dados, de modo que outra empresa solicitou empréstimo, que foi aprovado e liberado o valor de R$17.646,76 (dezessete mil seiscentos e quarenta e seis reais e setenta e seis centavos). Inclusive, conforme se comprova dos holerites e detalhamento do contrato, a responsável pelo recebimento mensal das parcelas de R$410,27 (quatrocentos e dez reais e vinte e sete centavos) é o Banco Santander. Ressalto minha total insegurança junto ao Banco Santander que não resguardou a segurança da minha conta corrente e meus dados contra a ação de fraudadores, aceitando e liberando acesso a um suposto correspondente bancário seu.",,
316165,11,"Eu DHAMARIS KEILA DE OLIVEIRA PAIVA, brasileira, assistente em administração, casada, nascida aos 26 de fevereiro de 1.992 na Cidade de Matão/SP, titular da Cédula de Identidade RG número 47.926.220-2 SSP/SP, inscrita no CPF/MF sob o número 399.813.308-92, com endereço na Cidade de São Carlos/SP, sito à Rua José Campos Penteado, número 231, Bairro Jardim Araucária, CEP 13.562-844, venho solicitar a suspensão do desconto do contrato de consignado número 872976466 no valor de R$ 410,27 cobrado indevidamente conforme exposto a seguir. Possuo um contrato de empréstimo consignado com a instituição financeira denominada Banco Alfa, onde foi transacionado o valor de R$54.765,48 (cinquenta e quatro mil, setecentos e sessenta e cinco reais e quarenta e oito centavos), para pagamento em 87 (oitenta e sete) parcelas mensais de R$936,00 (novecentos e trinta e seis reais) a serem descontadas em minha folha de pagamento, com termo inicial em 10 de agosto de 2020 e final em 10 de outubro de 2.027.    Entretanto, em 27 de janeiro de 2022, recebi uma proposta de uma empresa, apresentando-se como correspondente do Banco Santander, ofertando a possibilidade de quitação antecipada do empréstimo consignado que mantenho com o Banco Alfa.  Para a celebração do consignado as condições prosseguiriam da seguinte maneira: a correspondente do Banco Santander, faria a quitação do empréstimo perante o Banco Alfa. Sendo que, eu passaria a pagar valores e quantidade de parcelas menores (410,27) em contrato que seria celebrado com o Banco Santander através de seu correspondente. Mesmo sendo muito atrativo o termo apresentado solicitei documentos que comprovassem a idoneidade da empresa que estava me oferecendo o empréstimo consignado.  Após análise dos documentos enviados, prosseguiram com os passos necessários para celebração do contrato. Pois bem. Restou firmado que o valor do empréstimo ofertado, que seria destinado a quitação antecipada do contrato perante o Banco Alfa, seria disponibilizado diretamente em minha conta corrente no Banco Santander. Após a disponibilidade do montante, de R$17.646,76 (dezessete mil seiscentos e quarenta e seis reais e setenta e seis centavos), fui orientada pela correspondente do Banco Santander, por meio de transação via PIX, efetuar a transferência para que a mesma prosseguisse coma quitação do contrato que tenho perante o Banco Alfa. Após o prazo estabelecido pela correspondente do Banco Santander para quitação do contrato junto ao Banco Alfa, a empresa não mais respondeu às minhas mensagens.  Dada a circunstância, sofridamente entendi que havia sido vítima de golpe. Em decorrência dos atos sofridos, atualmente, venho  pagando um novo empréstimo consignado, que não posso o dinheiro, com valor mensal de R$410,27 (quatrocentos e dez reais e vinte e sete centavos) descontados em meu holerite desde 02/2022.   Dessa maneira, é inegável que fui vítima de golpe, onde o Banco Santander, fragilmente, disponibilizou indevidamente meus dados, de modo que outra empresa solicitou empréstimo, que foi aprovado e liberado o valor de R$17.646,76 (dezessete mil seiscentos e quarenta e seis reais e setenta e seis centavos). Inclusive, conforme se comprova dos holerites e detalhamento do contrato, a responsável pelo recebimento mensal das parcelas de R$410,27 (quatrocentos e dez reais e vinte e sete centavos) é o Banco Santander. Ressalto minha total insegurança junto ao Banco Santander que não resguardou a segurança da minha conta corrente e meus dados contra a ação de fraudadores, aceitando e liberando acesso a um suposto correspondente bancário seu.",,
316322,10,"Dia 22/02/2024, ao consultar minha conta corrente do Banco do Brasil, verifiquei o crédito de uma transferência no valor de R$ 9.500,00, desconhecendo a origem do dinheiro comecei a investigar a situação, o gerente da minha agência do Banco do Brasil informara que a transferência havia sido realizada pelo Banco Santander, procurando o gerente da agência do Santander do qual também sou cliente, o mesmo não soubera informar a origem.  No dia seguinte, 23/02/2024, verifiquei o lançamento de um saque exatamente do mesmo valor em um cartão consignado do Banco Olé/Santander, banco o qual eu usava esse tipo de serviço, porém em 08/05/2023 eu havia cancelado esta modalidade de cartão. Diante da situação, procurei o banco por meio da Central de Atendimento e comuniquei a situação, registrei o Boletim de Ocorrência em uma delegacia da cidade e passei a monitorar meu extrato de consignações pelo SIGEPE, meu aplicativo SOUGov, e o Ap da Olé/Santander.  Com relação ao SIGEPE, observei que a lista de instituições financeiras autorizadas a consultar a minha margem estava em branco, não constando nome de nenhuma instituição, normalmente há uma relação das instituições que foram autorizadas em algum momento a fazer uma consulta, mas desde ontem essa lista aparece sem nome algum (lista anexada a esta reclamação).  Obs.: A operação está prevista para ser lançada no contracheque de março, contudo o sistema só permitia registrar reclamação relativa a meses anteriores.",,
316426,10,"Prezados,   Solicito o bloqueio de desconto da Sabemi,  a instituição não deixa eu quitar a parcela de 759,94  e de alguma forma conseguiram bloquear até mesmo ás reclamações por aqui referente a parcela e eu não consigo redigir a reclamação e por isso estou abrindo nessa parcela que também é deles.   estou a mais de um ano e meio tentando quitar totalmente esse consignado e eles colocam diversos impecilíos e não dão o devido desconto na divida.  querem me cobrar um valor de mais de 36 mil em uma divida que teria que está no máximo de 25 mil pois eu já quitei mais da metade do contrato e quero antecipar a quitação.  Dizem que eu tenho que pagar o atraso pra depois pagar a divida principal, isso é um absurdo e sabemos que não existe. só nos atrasos eles querem 16.900,00 e mais 20 mil nas parcelas que faltam, ou seja está me enganando.   me ligam oferecendo refinanciamento e eu falo sempre que meu único interesse é quitar a divida total e ai eles falam que não tem como e desligam.   estou recorrendo ao orgão pois eu tenho 25 mil pra quitar mas o banco não da o desconto correto, me ajudem.",,
316426,11,"Prezados,   Solicito o bloqueio de desconto da Sabemi,  a instituição não deixa eu quitar a parcela de 759,94  e de alguma forma conseguiram bloquear até mesmo ás reclamações por aqui referente a parcela e eu não consigo redigir a reclamação e por isso estou abrindo nessa parcela que também é deles.   estou a mais de um ano e meio tentando quitar totalmente esse consignado e eles colocam diversos impecilíos e não dão o devido desconto na divida.  querem me cobrar um valor de mais de 36 mil em uma divida que teria que está no máximo de 25 mil pois eu já quitei mais da metade do contrato e quero antecipar a quitação.  Dizem que eu tenho que pagar o atraso pra depois pagar a divida principal, isso é um absurdo e sabemos que não existe. só nos atrasos eles querem 16.900,00 e mais 20 mil nas parcelas que faltam, ou seja está me enganando.   me ligam oferecendo refinanciamento e eu falo sempre que meu único interesse é quitar a divida total e ai eles falam que não tem como e desligam.   estou recorrendo ao orgão pois eu tenho 25 mil pra quitar mas o banco não da o desconto correto, me ajudem.",,
316426,12,"Prezados,   Solicito o bloqueio de desconto da Sabemi,  a instituição não deixa eu quitar a parcela de 759,94  e de alguma forma conseguiram bloquear até mesmo ás reclamações por aqui referente a parcela e eu não consigo redigir a reclamação e por isso estou abrindo nessa parcela que também é deles.   estou a mais de um ano e meio tentando quitar totalmente esse consignado e eles colocam diversos impecilíos e não dão o devido desconto na divida.  querem me cobrar um valor de mais de 36 mil em uma divida que teria que está no máximo de 25 mil pois eu já quitei mais da metade do contrato e quero antecipar a quitação.  Dizem que eu tenho que pagar o atraso pra depois pagar a divida principal, isso é um absurdo e sabemos que não existe. só nos atrasos eles querem 16.900,00 e mais 20 mil nas parcelas que faltam, ou seja está me enganando.   me ligam oferecendo refinanciamento e eu falo sempre que meu único interesse é quitar a divida total e ai eles falam que não tem como e desligam.   estou recorrendo ao orgão pois eu tenho 25 mil pra quitar mas o banco não da o desconto correto, me ajudem.",,
316438,10,"Eduarda Regina Michels (WhatsApp (48) 8840-0761 ) da Sociedade de Crédito, Financiamento e Investimento Matricula Interna: 81242217 Contatos: 48988400761 eduardamichelsespecialistamais@gmail.com www.maisscfi.com.br., entrou em contato pelo WhatsApp oferecendo Cartão Consignado de Benefício, então a Eduarda pediu para eu autorizar a consulta da margem (isso que ela afirmou e eu acreditei) para a sua agencia indicando que eu tinha que fazer a autorização para Capital consig. Sociedade de Credito Direito S.A. para confirmar a minha margem afirmando que era um bom negocio, pois a taxa era 1,10 a 2,05% dependendo da linha de credito, limite, idade e CPF ou seja tentando me convencer que era necessário fazer a autorização, então fiz a autorização pensando que  ela iria apenas verificar a margem, ¿ porém olhando o sougov. Vi que a proposta constava no meu extrato das ativas imediatamente solicitei que fizesse o cancelamento e ela garantindo que a parcela não cairia no meu extrato de fevereiro e que não houve averbação do consignado, houve apenas liberação para consulta e eu acreditei, mesmo acreditando nela esperei que a mesma cancelasse a operação, como a operação continuava a constar no extrato das ativas, então tentei ligar no  Capital consig. Sociedade de Credito Direito S.A. CNPJ 40083667/0001-10  nos números (11) 26710407 e (11) 98227-8095 0800 067 5757sem sucesso, chamava e ninguém atendia então percebi que se tratava de um golpe, além disso o dinheiro não era liberado em minha conta, mesmo sem eu autorizar e o dinheiro não cair em conta a operação continuava a constar no extrato das ativas com número de contrato700324473-3, havia um contrato de consignação sem eu ter contratar o serviço, ou seja não aceitei nenhuma anuência; alem da simulação ser para entrar em conta 87.235,31 e caiu em conta 15.235,31,ou seja a tal  correspondente fez várias simulações , porém cadastrou e averbou e liberou a menor margem com taxa alta. Sofri um golpe! por favor gostaria que fosse cancelada essa operação Contrato: 700324473-3, implorei para a mesma cancelar a operação e não fez então a  PAULA MICHELY FARIAS que supostamente trabalha junto com a Eduarda Regina Michels na Sociedade de Crédito, Financiamento e Investimento, disse para mim que conseguiria fazer o cancelamento, mas que eu deveria fazer um TED do valor  de 15.235,31, então na aflição e esperança do cancelamento ser realizado fiz a TED para a  PAULA MICHELY FARIAS",,
316438,11,"Eduarda Regina Michels (WhatsApp (48) 8840-0761 ) da Sociedade de Crédito, Financiamento e Investimento Matricula Interna: 81242217 Contatos: 48988400761 eduardamichelsespecialistamais@gmail.com www.maisscfi.com.br., entrou em contato pelo WhatsApp oferecendo Cartão Consignado de Benefício, então a Eduarda pediu para eu autorizar a consulta da margem (isso que ela afirmou e eu acreditei) para a sua agencia indicando que eu tinha que fazer a autorização para Capital consig. Sociedade de Credito Direito S.A. para confirmar a minha margem afirmando que era um bom negocio, pois a taxa era 1,10 a 2,05% dependendo da linha de credito, limite, idade e CPF ou seja tentando me convencer que era necessário fazer a autorização, então fiz a autorização pensando que  ela iria apenas verificar a margem, ¿ porém olhando o sougov. Vi que a proposta constava no meu extrato das ativas imediatamente solicitei que fizesse o cancelamento e ela garantindo que a parcela não cairia no meu extrato de fevereiro e que não houve averbação do consignado, houve apenas liberação para consulta e eu acreditei, mesmo acreditando nela esperei que a mesma cancelasse a operação, como a operação continuava a constar no extrato das ativas, então tentei ligar no  Capital consig. Sociedade de Credito Direito S.A. CNPJ 40083667/0001-10  nos números (11) 26710407 e (11) 98227-8095 0800 067 5757sem sucesso, chamava e ninguém atendia então percebi que se tratava de um golpe, além disso o dinheiro não era liberado em minha conta, mesmo sem eu autorizar e o dinheiro não cair em conta a operação continuava a constar no extrato das ativas com número de contrato700324473-3, havia um contrato de consignação sem eu ter contratar o serviço, ou seja não aceitei nenhuma anuência; alem da simulação ser para entrar em conta 87.235,31 e caiu em conta 15.235,31,ou seja a tal  correspondente fez várias simulações , porém cadastrou e averbou e liberou a menor margem com taxa alta. Sofri um golpe! por favor gostaria que fosse cancelada essa operação Contrato: 700324473-3, implorei para a mesma cancelar a operação e não fez então a  PAULA MICHELY FARIAS que supostamente trabalha junto com a Eduarda Regina Michels na Sociedade de Crédito, Financiamento e Investimento, disse para mim que conseguiria fazer o cancelamento, mas que eu deveria fazer um TED do valor  de 15.235,31, então na aflição e esperança do cancelamento ser realizado fiz a TED para a  PAULA MICHELY FARIAS",,
316547,10,"Prezados, Solicito a exclusão do referido consignado da folha de pagamento, tendo em vista que a mesma foi realizada por meio de fraude, por intermédio da empresa Real Gestão, qual se identificou como correspondente bancário do Santander, onde teria solicitado o pagamento de um boleto para quitação de outro empréstimo junto a Caixa Econômica Federal, onde foi utilizado todo o valor contrato deste consignado, no entanto,  fiquei com dois empréstimos, conforme comprovam os fatos da ação judicial em anexo junto ao TJDFT processo n° 0703413-97.2022-8.07.0014, bem como Boletim de Ocorrência. Dessa forma, conforme o comprovante e o relatório anexados, fica claro que eu não fiquei com o valor do empréstimo contraído. Apenas fiz a operação mediante o contrato com a empresa Real Gestão em que ela se comprometia a receber via boleto o pagamento para quitação de outro empréstimo. Caso contrário, eu não faria o empréstimo, pois não teria, como não tenho, condições de arcar com o valor da parcela. É importante lembrar que a operação junto ao banco foi intermediada pela empresa criminosa, e os valores do empréstimo apareceram pra mim no aplicativo, conforme negociação que estava sendo feita com a empresa, induzindo-me, assim, ao erro. Reitero, portanto, a necessidade de que seja suspensa a consignação, enquanto eu tomo as medidas legais cabíveis, pois não posso comprometer esse montante da minha renda, uma vez que é parte indispensável da minha sobrevivência básica e de meus dependentes.",,
316790,12,"No dia 15/02/24 solicitei via telefone ao SAC do banco PAN  o boleto para quitação do meu cartão de crédito consignado dia 28/02/24 recebi a fatura via e-mail e dia 29/02/24 paguei o valor total liquidando a dívida, no dia 04/03/24 retornei a ligação para a Central do PAN informando pagamento e solicitando liberação da minha margem o q foi informado q já constava o pagamento no sistema do banco e com 5 dias úteis seria liberado, hoje 05/03/24 ao consultar o App do PAN vejo uma fatura para o mês 04/24 no valor de 0,24 centavos, de imediato entrei em contato com a Central PAN e me foi informado q a minha margem só será liberada a partir de 15/04/24 após comprovação de pagamento da fatura no valor de 0,24 centavos no fechamento da fatura que vence dia 10/04/24! Estou indignada pois não faz sentido eu ter liquidado a fatura não utilizo o cartão há mais de 3 anos o mesmo consta no próprio sistema do PAN como bloqueado e cancelado! Vejo má fé do banco PAN em querer liberar a minha margem estendendo prazo de forma absurda para quase 50 dias depois da liquidação.da dívida. Solicito interferência desta instituição para fazer valer o direito que me é legalmente garantido via está demanda.  Para minha surpresa ao acessar o portal SOU GOV vejo averbado um valor de 372,27 sendo q essa divida já foi liquidada vejo o banco usando de má fé para prender a minha margem me trazendo transtornos neste momento! Eu não tenho mais dívida com o banco PAN quero a minha margem liberada e disponível  Solicito providências que o caso requer  Obgda",,
316869,12,"O empréstimo já foi liquidado pelo Banco do Brasil em razão da portabilidade que fiz. Já fiz um termo de reclamação dos descontos dos meses anteriores, recebi o valor descontado indevidamente pelo Banrisul, porém este mês mais uma vez veio o desconto. No início do mês entrei em contato, por telefone, como gerente da agência de Santa Maria, onde foi realizado o empréstimo, porém fui informada de que já tinha sido realizado os lançamentos para encerrar tais descontos na minha conta e que o valor, ia ser restituído na minha conta, como foi feito com os demais. Porém, consultando o extrato dos empréstimos encerrados, não foi realizado o lançamento pelo banco. Entretanto, ressalto que, ao consultar os empréstimos ativos, o Banrisul não consta na lista. Porém, entendo que, os empréstimos do Banrisul deverão constar também dá lista dos empréstimos encerrados. Portanto, para que não aconteça os descontos nos próximos meses, solicito além da devolução do valor descontado neste mês, também o lançamento dos valores como empréstimo encerrado. Além disso, quero registrar o transtorno mensal que estou tendo, pois mesmo com a devolução do valor, o mesmo não é realizado imediatamente, ou seja, recebo o meu salário no dia 01 e somente após dias tenho o valor restituído. O deste mês, ainda nem foi devolvido, assim espero que está situação se finalize de uma vez por todas. Além disso, desde a identificação de que o desconto ainda estava sendo realizado, entrei em contato com o gerente da agência de Santa Maria, Sr. Paulo, que mais uma vez afirmou de que tudo o que o banco deveria fazer já foi feito e que assim que o dinheiro retornasse para a agência, ia realiza a devolução. Porém, a¿té o momento não recebi ressarcimento do desconto do valor descontado de forma indevida.",,
316871,12,"O empréstimo já foi liquidado pelo Banco do Brasil em razão da portabilidade que fiz. Já fiz um termo de reclamação dos descontos dos meses anteriores, recebi o valor descontado indevidamente pelo Banrisul, porém este mês mais uma vez veio o desconto. No início do mês entrei em contato, por telefone, como gerente da agência de Santa Maria, onde foi realizado o empréstimo, porém fui informada de que já tinha sido realizado os lançamentos para encerrar tais descontos na minha conta e que o valor, ia ser restituído na minha conta, como foi feito com os demais. Porém, consultando o extrato dos empréstimos encerrados, não foi realizado o lançamento pelo banco. Entretanto, ressalto que, ao consultar os empréstimos ativos, o Banrisul não consta na lista. Porém, entendo que, os empréstimos do Banrisul deverão constar também dá lista dos empréstimos encerrados. Portanto, para que não aconteça os descontos nos próximos meses, solicito além da devolução do valor descontado neste mês, também o lançamento dos valores como empréstimo encerrado. Além disso, quero registrar o transtorno mensal que estou tendo, pois mesmo com a devolução do valor, o mesmo não é realizado imediatamente, ou seja, recebo o meu salário no dia 01 e somente após dias tenho o valor restituído. O deste mês, ainda nem foi devolvido, assim espero que está situação se finalize de uma vez por todas. Além disso, desde a identificação de que o desconto ainda estava sendo realizado, entrei em contato com o gerente da agência de Santa Maria, Sr. Paulo, que mais uma vez afirmou de que tudo o que o banco deveria fazer já foi feito e que assim que o dinheiro retornasse para a agência, ia realiza a devolução. Porém, a¿té o momento não recebi ressarcimento do desconto do valor descontado de forma indevida.",,
317195,10,"8/11/2021, eu recebi uma lWAHSAPP em meu telefone celular de número , de um senhor [número ddd (32) NAO se identificou como ""DANIELA"" representante da PROMOTORIA CAMPOS LTDAe que estava prestando serviços para o BANCO ITAU O representante me informou que o motivo do contato seria que o Banco ITAU estava querendo comprar minha dívida com o banco SANTANDER. O representante do Banco me informou que tinha em mãos informações a respeito de um contrato de empréstimo consignado que EU tenho com o Banco SANTANDER, FUI VITIMA SANTADE inclusive descreveu todas as características como número do contrato, quantidade de parcelas pagas e a vencer, valor da parcela, etc. De posse dessas informações, ele me disse que o BANCO ITAU que me compraria essa dívida e eu pagaria uma parcela menor do que o valor da prestação cobrada pelo Banco Santander, e pagaria o mesmo número de parcelas. Como os bancos costumam comprar dívidas, eu acreditei no que o representante me disse. representante falou que o BANCO ITAU iria entrar em contato comigo para confirmar a operação, validar os dados pessoais e os valores. Garantiu que a operação só seria liberada/validada após esse procedimento e que era imprescindível que os dados fossem confirmados conforme o acordo prévio com ele, sob pena de invalidar a operação. Disse que após a confirmação feita pelo BANCO ITAU ele enviaria o link do BANCO ITAU p/ fazer a biometria facial, recebi o link com os dados do BANCO ITAU, e por isso acreditei. Ao me ligar, questionei sobre selecionar no SIGEPE a opção novo contrato e não portabilidade, já que o banco estava comprando minha dívida, mas fui informada que o BANCO ITAU trabalha com amortização de saldo devedor por isso entraria como CONTRATO NOVO e o valor cobrado será menor que minha parcela anterior. Questionei sobre o desconto: como seria realizado e se essa operação se tratava realmente de PORTABILIDADE? Como seria confirmada pelo Banco? Ela afirmou categoricamente que sim: SERIA CONTRATO DE PORTABILIDADE e que no mês seguinte à operação, o desconto em nome do Banco Santander deixaria de ser re1,alizado e apenas seria descontado em folha o valor de 3 PRESTACAO ,Em nome do BANCO ITAU. O representante informou que me enviaria um boleto p/ devolução do valor creditado pelo BANCO ITAU o valor não entrar como nova dívida. t Hoje RECEBEI RH NO MEU TRABALHO ME MOSTROU CONTRA CHEGQUE ACONTECEU 3PRESTACAO DESCONTADO FOLHA CONTRA CHEQE NAO FUI FIZ NAO ACONTECE PROVALMENTE FOI PESSOA PRESTACAO contato c novamente informando que no meu contracheque estou com Três dívidas de empréstimo. O representante informou que o BANCO Itaú possui vários processos de contrato e a medida em que os contratos vão sendo encerrados , o banco vai receber a minha ficha como compra de dívida, por este motivo estou recebendo em meu contracheque a cobrança de duas dívidas. Disse que o valor que foi depositado Disse que o valor que foi depositado pelo Disse que o valor que foi depositado pelo BANCO itau",,
